Sequence,CH1,CH2,Bfield
725,5.84,-2.2,0.00035039999999999995
726,5.84,-1.6,0.00035039999999999995
727,5.52,-2.2,0.0003311999999999999
728,5.84,-1.6,0.00035039999999999995
729,5.68,-2.2,0.00034079999999999994
730,5.6,-2.2,0.000336
731,5.84,-1.6,0.00035039999999999995
732,5.6,-1.6,0.000336
733,5.84,-2.2,0.00035039999999999995
734,5.6,-1.6,0.000336
735,5.92,-2.2,0.00035519999999999996
736,5.68,-1.6,0.00034079999999999994
737,5.92,-2.2,0.00035519999999999996
738,6.0,-1.6,0.00035999999999999997
739,5.68,-2.2,0.00034079999999999994
740,5.92,-1.6,0.00035519999999999996
741,5.68,-2.2,0.00034079999999999994
742,5.68,-1.6,0.00034079999999999994
743,5.92,-2.2,0.00035519999999999996
744,5.68,-1.6,0.00034079999999999994
745,6.08,-2.2,0.0003648
746,5.76,-2.2,0.00034559999999999994
747,6.08,-1.6,0.0003648
748,6.08,-2.2,0.0003648
749,5.68,-1.6,0.00034079999999999994
750,5.76,-1.6,0.00034559999999999994
751,6.08,-2.2,0.0003648
752,6.0,-1.6,0.00035999999999999997
753,5.76,-2.2,0.00034559999999999994
754,6.08,-1.6,0.0003648
755,5.76,-2.2,0.00034559999999999994
756,6.16,-1.6,0.0003696
757,5.84,-2.2,0.00035039999999999995
758,6.16,-1.6,0.0003696
759,5.84,-2.2,0.00035039999999999995
760,5.92,-2.2,0.00035519999999999996
761,6.16,-1.6,0.0003696
762,5.92,-1.6,0.00035519999999999996
763,6.24,-2.2,0.0003744
764,5.92,-1.6,0.00035519999999999996
765,6.24,-2.2,0.0003744
766,5.92,-1.6,0.00035519999999999996
767,6.24,-2.2,0.0003744
768,6.24,-1.6,0.0003744
769,6.0,-2.2,0.00035999999999999997
770,6.24,-2.2,0.0003744
771,6.0,-1.6,0.00035999999999999997
772,6.0,-1.6,0.00035999999999999997
773,6.32,-2.2,0.0003792
774,6.0,-1.6,0.00035999999999999997
775,6.32,-2.2,0.0003792
776,6.32,-1.6,0.0003792
777,6.0,-2.2,0.00035999999999999997
778,6.32,-1.6,0.0003792
779,6.08,-2.2,0.0003648
780,6.32,-1.6,0.0003792
781,6.08,-2.2,0.0003648
782,6.08,-1.6,0.0003648
783,6.32,-2.2,0.0003792
784,6.08,-1.6,0.0003648
785,6.4,-2.2,0.00038399999999999996
786,6.08,-2.2,0.0003648
787,6.4,-1.6,0.00038399999999999996
788,6.4,-2.2,0.00038399999999999996
789,6.16,-1.6,0.0003696
790,6.4,-1.6,0.00038399999999999996
791,6.16,-2.2,0.0003696
792,6.16,-1.6,0.0003696
793,6.4,-2.2,0.00038399999999999996
794,6.16,-1.6,0.0003696
795,6.48,-2.2,0.0003888
796,6.48,-1.6,0.0003888
797,6.16,-2.2,0.0003696
798,6.48,-1.6,0.0003888
799,6.16,-2.2,0.0003696
800,6.48,-2.2,0.0003888
801,6.24,-1.6,0.0003744
802,6.24,-1.6,0.0003744
803,6.56,-2.2,0.0003935999999999999
804,6.24,-2.2,0.0003744
805,6.56,-1.6,0.0003935999999999999
806,6.56,-2.2,0.0003935999999999999
807,6.24,-1.6,0.0003744
808,6.56,-1.6,0.0003935999999999999
809,6.32,-2.2,0.0003792
810,6.56,-1.6,0.0003935999999999999
811,6.32,-2.2,0.0003792
812,6.32,-1.6,0.0003792
813,6.56,-2.2,0.0003935999999999999
814,6.32,-1.6,0.0003792
815,6.72,-2.2,0.00040319999999999993
816,6.72,-1.6,0.00040319999999999993
817,6.4,-2.2,0.00038399999999999996
818,6.4,-1.6,0.00038399999999999996
819,6.72,-2.2,0.00040319999999999993
820,6.4,-2.2,0.00038399999999999996
821,6.8,-1.6,0.00040799999999999994
822,6.4,-1.6,0.00038399999999999996
823,6.72,-2.2,0.00040319999999999993
824,6.4,-1.6,0.00038399999999999996
825,6.8,-2.2,0.00040799999999999994
826,6.8,-1.6,0.00040799999999999994
827,6.4,-2.2,0.00038399999999999996
828,6.4,-1.6,0.00038399999999999996
829,6.8,-2.2,0.00040799999999999994
830,6.8,-1.6,0.00040799999999999994
831,6.48,-2.2,0.0003888
832,6.48,-1.6,0.0003888
833,6.8,-2.2,0.00040799999999999994
834,6.48,-1.6,0.0003888
835,6.88,-2.2,0.00041279999999999995
836,6.88,-2.2,0.00041279999999999995
837,6.56,-1.6,0.0003935999999999999
838,6.88,-1.6,0.00041279999999999995
839,6.64,-2.2,0.0003984
840,6.64,-1.6,0.0003984
841,6.88,-2.2,0.00041279999999999995
842,6.64,-1.6,0.0003984
843,6.88,-2.2,0.00041279999999999995
844,6.96,-1.6,0.0004176
845,6.64,-2.2,0.0003984
846,6.96,-1.6,0.0004176
847,6.64,-2.2,0.0003984
848,6.96,-1.6,0.0004176
849,6.72,-2.2,0.00040319999999999993
850,6.96,-2.2,0.0004176
851,6.72,-1.6,0.00040319999999999993
852,6.72,-2.2,0.00040319999999999993
853,7.04,-1.6,0.00042239999999999997
854,6.72,-1.6,0.00040319999999999993
855,7.04,-2.2,0.00042239999999999997
856,7.04,-2.2,0.00042239999999999997
857,6.72,-1.6,0.00040319999999999993
858,7.04,-1.6,0.00042239999999999997
859,6.8,-2.2,0.00040799999999999994
860,6.8,-1.6,0.00040799999999999994
861,7.12,-2.2,0.0004272
862,6.8,-1.6,0.00040799999999999994
863,7.04,-2.2,0.00042239999999999997
864,6.8,-2.2,0.00040799999999999994
865,7.12,-1.6,0.0004272
866,7.12,-1.6,0.0004272
867,6.8,-2.2,0.00040799999999999994
868,7.12,-2.2,0.0004272
869,6.8,-1.6,0.00040799999999999994
870,6.88,-2.2,0.00041279999999999995
871,7.12,-1.6,0.0004272
872,6.88,-2.2,0.00041279999999999995
873,7.2,-1.6,0.000432
874,6.88,-2.2,0.00041279999999999995
875,7.2,-1.6,0.000432
876,7.2,-1.6,0.000432
877,6.96,-2.2,0.0004176
878,7.2,-1.6,0.000432
879,6.96,-2.2,0.0004176
880,7.2,-2.2,0.000432
881,6.96,-1.6,0.0004176
882,6.96,-1.6,0.0004176
883,7.28,-2.2,0.00043679999999999994
884,6.96,-1.6,0.0004176
885,7.28,-2.2,0.00043679999999999994
886,7.28,-2.2,0.00043679999999999994
887,6.96,-1.6,0.0004176
888,7.28,-1.6,0.00043679999999999994
889,7.04,-2.2,0.00042239999999999997
890,7.28,-2.2,0.00043679999999999994
891,7.04,-1.6,0.00042239999999999997
892,7.04,-2.2,0.00042239999999999997
893,7.36,-1.6,0.0004416
894,7.04,-1.6,0.00042239999999999997
895,7.44,-2.2,0.0004464
896,7.12,-1.6,0.0004272
897,7.44,-2.2,0.0004464
898,7.44,-2.2,0.0004464
899,7.12,-1.6,0.0004272
900,7.44,-1.6,0.0004464
901,7.12,-2.2,0.0004272
902,7.12,-1.6,0.0004272
903,7.52,-2.2,0.00045119999999999996
904,7.12,-1.6,0.0004272
905,7.52,-2.2,0.00045119999999999996
906,7.52,-1.6,0.00045119999999999996
907,7.2,-2.2,0.000432
908,7.52,-1.6,0.00045119999999999996
909,7.2,-2.2,0.000432
910,7.52,-1.6,0.00045119999999999996
911,7.28,-2.2,0.00043679999999999994
912,7.6,-1.6,0.00045599999999999997
913,7.2,-2.2,0.000432
914,7.6,-1.6,0.00045599999999999997
915,7.2,-2.2,0.000432
916,7.28,-2.2,0.00043679999999999994
917,7.6,-1.6,0.00045599999999999997
918,7.6,-2.2,0.00045599999999999997
919,7.36,-1.6,0.0004416
920,7.36,-2.2,0.0004416
921,7.6,-1.6,0.00045599999999999997
922,7.36,-2.2,0.0004416
923,7.68,-1.6,0.0004607999999999999
924,7.68,-1.6,0.0004607999999999999
925,7.36,-2.2,0.0004416
926,7.68,-2.2,0.0004607999999999999
927,7.44,-1.6,0.0004464
928,7.68,-2.2,0.0004607999999999999
929,7.36,-1.6,0.0004416
930,7.44,-2.2,0.0004464
931,7.68,-1.6,0.0004607999999999999
932,7.44,-1.6,0.0004464
933,7.76,-2.4,0.00046559999999999993
934,7.44,-1.6,0.0004464
935,7.76,-2.2,0.00046559999999999993
936,7.76,-2.2,0.00046559999999999993
937,7.44,-1.6,0.0004464
938,7.76,-2.2,0.00046559999999999993
939,7.44,-1.6,0.0004464
940,7.52,-1.6,0.00045119999999999996
941,7.84,-2.2,0.0004704
942,7.52,-2.2,0.00045119999999999996
943,7.84,-1.6,0.0004704
944,7.84,-2.2,0.0004704
945,7.52,-1.6,0.00045119999999999996
946,7.84,-1.6,0.0004704
947,7.52,-2.2,0.00045119999999999996
948,7.84,-1.6,0.0004704
949,7.6,-2.2,0.00045599999999999997
950,7.84,-2.2,0.0004704
951,7.6,-1.6,0.00045599999999999997
952,7.6,-2.2,0.00045599999999999997
953,7.92,-1.6,0.00047519999999999995
954,7.6,-2.2,0.00045599999999999997
955,7.92,-1.6,0.00047519999999999995
956,7.92,-1.6,0.00047519999999999995
957,7.68,-2.2,0.0004607999999999999
958,7.92,-1.6,0.00047519999999999995
959,7.68,-2.2,0.0004607999999999999
960,7.92,-1.6,0.00047519999999999995
961,7.68,-2.2,0.0004607999999999999
962,7.68,-1.6,0.0004607999999999999
963,8.08,-2.2,0.00048479999999999997
964,8.0,-1.6,0.00047999999999999996
965,7.68,-2.2,0.0004607999999999999
966,7.68,-1.6,0.0004607999999999999
967,8.08,-2.2,0.00048479999999999997
968,8.0,-1.6,0.00047999999999999996
969,7.68,-2.2,0.0004607999999999999
970,7.76,-2.2,0.00046559999999999993
971,8.08,-1.6,0.00048479999999999997
972,7.76,-1.6,0.00046559999999999993
973,8.16,-2.2,0.0004896
974,8.16,-1.6,0.0004896
975,7.76,-2.2,0.00046559999999999993
976,8.16,-2.2,0.0004896
977,7.84,-1.6,0.0004704
978,8.16,-1.6,0.0004896
979,7.76,-2.2,0.00046559999999999993
980,7.84,-2.2,0.0004704
981,8.24,-1.6,0.0004944
982,7.84,-1.6,0.0004704
983,8.24,-2.4,0.0004944
984,8.24,-2.2,0.0004944
985,7.84,-1.6,0.0004704
986,7.84,-1.6,0.0004704
987,8.24,-2.2,0.0004944
988,8.24,-1.6,0.0004944
989,7.92,-2.2,0.00047519999999999995
990,8.24,-1.6,0.0004944
991,8.0,-2.2,0.00047999999999999996
992,8.0,-1.6,0.00047999999999999996
993,8.32,-2.2,0.0004992
994,8.0,-2.2,0.00047999999999999996
995,8.32,-1.6,0.0004992
996,8.32,-2.2,0.0004992
997,8.0,-1.6,0.00047999999999999996
998,8.32,-1.6,0.0004992
999,8.08,-2.2,0.00048479999999999997
1000,8.08,-2.2,0.00048479999999999997
1001,8.4,-1.6,0.0005039999999999999
1002,8.08,-1.6,0.00048479999999999997
1003,8.4,-2.4,0.0005039999999999999
1004,8.4,-2.2,0.0005039999999999999
1005,8.08,-1.6,0.00048479999999999997
1006,8.4,-2.4,0.0005039999999999999
1007,8.08,-1.6,0.00048479999999999997
1008,8.4,-2.2,0.0005039999999999999
1009,8.16,-1.6,0.0004896
1010,8.16,-1.6,0.0004896
1011,8.48,-2.2,0.0005088
1012,8.16,-2.4,0.0004896
1013,8.48,-1.6,0.0005088
1014,8.48,-2.2,0.0005088
1015,8.16,-1.6,0.0004896
1016,8.48,-2.2,0.0005088
1017,8.16,-1.6,0.0004896
1018,8.48,-2.4,0.0005088
1019,8.24,-1.6,0.0004944
1020,8.24,-1.6,0.0004944
1021,8.56,-2.2,0.0005136
1022,8.24,-2.2,0.0004944
1023,8.56,-1.6,0.0005136
1024,8.24,-1.6,0.0004944
1025,8.56,-2.2,0.0005136
1026,8.56,-2.2,0.0005136
1027,8.24,-1.6,0.0004944
1028,8.56,-2.4,0.0005136
1029,8.24,-1.6,0.0004944
1030,8.32,-2.4,0.0004992
1031,8.64,-1.6,0.0005184
1032,8.32,-2.2,0.0004992
1033,8.64,-1.6,0.0005184
1034,8.64,-2.2,0.0005184
1035,8.32,-1.6,0.0004992
1036,8.64,-2.2,0.0005184
1037,8.32,-1.6,0.0004992
1038,8.64,-2.2,0.0005184
1039,8.4,-1.6,0.0005039999999999999
1040,8.4,-2.2,0.0005039999999999999
1041,8.72,-1.8,0.0005231999999999999
1042,8.4,-1.6,0.0005039999999999999
1043,8.8,-2.2,0.000528
1044,8.4,-1.6,0.0005039999999999999
1045,8.8,-2.4,0.000528
1046,8.8,-2.2,0.000528
1047,8.4,-1.6,0.0005039999999999999
1048,8.48,-2.2,0.0005088
1049,8.8,-1.6,0.000528
1050,8.48,-1.6,0.0005088
1051,8.88,-2.2,0.0005328
1052,8.88,-2.2,0.0005328
1053,8.48,-1.6,0.0005088
1054,8.88,-2.4,0.0005328
1055,8.48,-1.6,0.0005088
1056,8.56,-1.8,0.0005136
1057,8.88,-2.4,0.0005328
1058,8.64,-1.6,0.0005184
1059,8.96,-2.4,0.0005376
1060,8.56,-2.2,0.0005136
1061,8.96,-1.6,0.0005376
1062,8.96,-2.2,0.0005376
1063,8.56,-1.6,0.0005136
1064,8.96,-1.8,0.0005376
1065,8.64,-2.2,0.0005184
1066,8.72,-1.8,0.0005231999999999999
1067,8.96,-2.2,0.0005376
1068,8.96,-1.6,0.0005376
1069,8.64,-2.4,0.0005184
1070,8.72,-1.8,0.0005231999999999999
1071,9.04,-2.4,0.0005424
1072,8.72,-2.2,0.0005231999999999999
1073,9.04,-1.6,0.0005424
1074,8.72,-1.6,0.0005231999999999999
1075,9.04,-2.2,0.0005424
1076,9.04,-2.2,0.0005424
1077,8.72,-1.6,0.0005231999999999999
1078,8.8,-2.2,0.000528
1079,9.12,-1.8,0.0005472
1080,8.8,-2.2,0.000528
1081,9.12,-1.6,0.0005472
1082,9.12,-2.4,0.0005472
1083,8.8,-1.6,0.000528
1084,8.8,-2.2,0.000528
1085,9.12,-1.6,0.0005472
1086,9.12,-1.8,0.0005472
1087,8.8,-2.4,0.000528
1088,8.88,-1.8,0.0005328
1089,9.12,-2.2,0.0005472
1090,8.88,-1.8,0.0005328
1091,9.2,-2.4,0.0005519999999999999
1092,9.2,-1.6,0.0005519999999999999
1093,8.88,-2.4,0.0005328
1094,9.2,-1.8,0.0005519999999999999
1095,8.88,-2.2,0.0005328
1096,9.2,-1.8,0.0005519999999999999
1097,8.96,-2.4,0.0005376
1098,8.96,-1.8,0.0005376
1099,9.28,-2.4,0.0005567999999999999
1100,8.96,-1.8,0.0005376
1101,9.28,-2.4,0.0005567999999999999
1102,9.28,-2.4,0.0005567999999999999
1103,8.96,-1.6,0.0005376
1104,8.96,-1.8,0.0005376
1105,9.36,-2.2,0.0005616
1106,9.28,-1.8,0.0005567999999999999
1107,9.04,-2.4,0.0005424
1108,9.04,-1.8,0.0005424
1109,9.36,-2.4,0.0005616
1110,9.04,-1.8,0.0005424
1111,9.44,-2.4,0.0005663999999999999
1112,9.04,-2.4,0.0005424
1113,9.44,-1.6,0.0005663999999999999
1114,9.04,-1.8,0.0005424
1115,9.44,-2.2,0.0005663999999999999
1116,9.04,-1.8,0.0005424
1117,9.44,-2.2,0.0005663999999999999
1118,9.12,-1.8,0.0005472
1119,9.44,-2.4,0.0005663999999999999
1120,9.12,-1.8,0.0005472
1121,9.52,-2.4,0.0005711999999999999
1122,9.12,-1.8,0.0005472
1123,9.52,-2.4,0.0005711999999999999
1124,9.52,-1.8,0.0005711999999999999
1125,9.12,-2.4,0.0005472
1126,9.52,-1.8,0.0005711999999999999
1127,9.12,-2.2,0.0005472
1128,9.2,-1.8,0.0005519999999999999
1129,9.6,-2.4,0.0005759999999999999
1130,9.2,-1.8,0.0005519999999999999
1131,9.6,-2.4,0.0005759999999999999
1132,9.6,-1.8,0.0005759999999999999
1133,9.2,-2.4,0.0005519999999999999
1134,9.6,-1.8,0.0005759999999999999
1135,9.2,-2.4,0.0005519999999999999
1136,9.6,-1.8,0.0005759999999999999
1137,9.36,-2.4,0.0005616
1138,9.28,-1.8,0.0005567999999999999
1139,9.68,-2.4,0.0005807999999999999
1140,9.36,-2.4,0.0005616
1141,9.68,-1.8,0.0005807999999999999
1142,9.68,-1.8,0.0005807999999999999
1143,9.36,-2.4,0.0005616
1144,9.36,-1.8,0.0005616
1145,9.68,-2.4,0.0005807999999999999
1146,9.44,-1.8,0.0005663999999999999
1147,9.76,-2.4,0.0005855999999999999
1148,9.44,-1.8,0.0005663999999999999
1149,9.76,-2.4,0.0005855999999999999
1150,9.76,-1.8,0.0005855999999999999
1151,9.44,-2.4,0.0005663999999999999
1152,9.44,-1.6,0.0005663999999999999
1153,9.76,-2.4,0.0005855999999999999
1154,9.44,-1.8,0.0005663999999999999
1155,9.84,-2.4,0.0005903999999999999
1156,9.76,-1.8,0.0005855999999999999
1157,9.44,-2.4,0.0005663999999999999
1158,9.52,-1.8,0.0005711999999999999
1159,9.84,-2.4,0.0005903999999999999
1160,9.84,-1.8,0.0005903999999999999
1161,9.52,-2.4,0.0005711999999999999
1162,9.84,-1.8,0.0005903999999999999
1163,9.52,-2.4,0.0005711999999999999
1164,9.52,-1.8,0.0005711999999999999
1165,9.84,-2.4,0.0005903999999999999
1166,9.52,-2.4,0.0005711999999999999
1167,9.92,-1.8,0.0005951999999999999
1168,9.6,-1.8,0.0005759999999999999
1169,9.92,-2.4,0.0005951999999999999
1170,9.92,-1.8,0.0005951999999999999
1171,9.6,-2.4,0.0005759999999999999
1172,9.92,-2.4,0.0005951999999999999
1173,9.6,-1.8,0.0005759999999999999
1174,9.6,-1.8,0.0005759999999999999
1175,9.92,-2.4,0.0005951999999999999
1176,9.92,-2.4,0.0005951999999999999
1177,9.68,-1.6,0.0005807999999999999
1178,9.68,-2.4,0.0005807999999999999
1179,10.0,-1.8,0.0006
1180,10.0,-1.8,0.0006
1181,-0.08,-2.4,-4.8e-06
1182,-0.16,-1.8,-9.6e-06
1183,0.08,-24.4,4.8e-06
1184,-0.08,-16.4,-4.8e-06
1185,0.16,-7.6,9.6e-06
1186,-0.08,-7.6,-4.8e-06
1187,0.16,-4.2,9.6e-06
1188,0.16,-4.4,9.6e-06
1189,-0.08,-2.8,-4.8e-06
1190,0.16,-3.0,9.6e-06
1191,-0.08,-2.0,-4.8e-06
1192,0.16,-2.4,9.6e-06
1193,0.0,-1.6,0.0
1194,0.0,-2.2,0.0
1195,0.24,-1.2,1.4399999999999998e-05
1196,0.24,-1.4,1.4399999999999998e-05
1197,0.0,-2.0,0.0
1198,0.24,-1.2,1.4399999999999998e-05
1199,0.0,-2.0,0.0
